Turnier;Saison;Liga;Runde;Brett;Team_Weiss;Weiss;Elo_Weiss;Team_Schwarz;Schwarz;Elo_Schwarz;Ergebnis
SGM;2025/26;2. Regionalliga - Zone D;5;2;Langenthal 1;Lukas Müller;1938;Kirchberg 2;Daniel Stegmann;1760;2 - 0
SGM;2025/26;2. Regionalliga - Zone D;5;3;Kirchberg 2;Marc Grossenbacher;1491;Langenthal 1;Michael Zeller;1615;0 - 2
SGM;2025/26;2. Regionalliga - Zone D;5;4;Langenthal 1;Hanspeter Luginbühl;1752;Kirchberg 2;René Weber;1734;0 - 2
SGM;2025/26;2. Regionalliga - Zone D;5;5;Kirchberg 2;Hanspeter Schüpbach;1637;Langenthal 1;Maurice Guyot;1200;2 - 0
SGM;2025/26;2. Regionalliga - Zone D;6;1;SK Bern 2;Matteo Mosimann;1586;SK Bümpliz 1;Claudio Sieber;1760;1 - 1
SGM;2025/26;2. Regionalliga - Zone D;6;2;SK Bümpliz 1;Rolf Schmid;1996;SK Bern 2;Luca Marbacher;1679;1 - 1
SGM;2025/26;2. Regionalliga - Zone D;6;3;SK Bern 2;Jonas Mosimann;1513;SK Bümpliz 1;Christian Esper;1463;0 - 2
SGM;2025/26;2. Regionalliga - Zone D;6;4;SK Bümpliz 1;Dominic Bucher;1200;SK Bern 2;Jose Juan Rueda Gaona;1658;2 - 0
SGM;2025/26;2. Regionalliga - Zone D;6;5;SK Bern 2;Tomas Giuseppe Petruccello;1881;SK Bümpliz 1;Andreas Tschöpe;1801;2 - 0
SGM;2025/26;2. Regionalliga - Zone D;6;1;Trümmerfeld 2;Peter Polanyi;1953;Langenthal 1;Lukas Müller;1938;0 - 2
SGM;2025/26;2. Regionalliga - Zone D;6;2;Langenthal 1;Michael Zeller;1615;Trümmerfeld 2;Helmut Locher;1645;1 - 1
SGM;2025/26;2. Regionalliga - Zone D;6;3;Trümmerfeld 2;Franz Meier;1856;Langenthal 1;Christoph F. Kuert;2036;1 - 1
SGM;2025/26;2. Regionalliga - Zone D;6;4;Langenthal 1;Markus Meister;1350;Trümmerfeld 2;Romain Salamanca;1867;0 - 2
SGM;2025/26;2. Regionalliga - Zone D;6;5;Trümmerfeld 2;Michel Gogniat;1823;Langenthal 1;Jonas Schwegler;1648;2 - 0
SGM;2025/26;2. Regionalliga - Zone D;6;1;Kirchberg 2;Daniel Stegmann;1760;Rhy Rheinfelden 1;Az Damdinsuren;1886;2 - 0
SGM;2025/26;2. Regionalliga - Zone D;6;2;Rhy Rheinfelden 1;Rolf Haag;1592;Kirchberg 2;Henryk Zmyslowski;1799;0 - 2
SGM;2025/26;2. Regionalliga - Zone D;6;3;Kirchberg 2;Roger Tanner;1629;Rhy Rheinfelden 1;Adam Bonic;1761;2 - 0
SGM;2025/26;2. Regionalliga - Zone D;6;4;Rhy Rheinfelden 1;Darmen Konysbekov;1628;Kirchberg 2;Matia Lamy-Chappuis;1200;1 - 1
SGM;2025/26;2. Regionalliga - Zone D;6;5;Kirchberg 2;René Weber;1734;Rhy Rheinfelden 1;Gustavo Barros;1643;0 - 2
SGM;2025/26;2. Regionalliga - Zone D;6;1;Köniz-Wabern 1;Heinz Fankhauser;1703;Basel SG 2;Thomas Häring;1979;0 - 2
SGM;2025/26;2. Regionalliga - Zone D;6;2;Basel SG 2;Eric Ellenbroek;1778;Köniz-Wabern 1;Hansueli Lüthi;1790;1 - 1
SGM;2025/26;2. Regionalliga - Zone D;6;3;Köniz-Wabern 1;Hans Hofmann;1834;Basel SG 2;Carlos Amado-Blanco;1798;1 - 1
SGM;2025/26;2. Regionalliga - Zone D;6;4;Basel SG 2;Peter Zobrist;1577;Köniz-Wabern 1;Ferdinand Krebs;1828;0 - 2
SGM;2025/26;2. Regionalliga - Zone D;6;5;Köniz-Wabern 1;Poedjo Suwendo;1840;Basel SG 2;Jürg Gerschwiler;1983;0 - 2
SGM;2025/26;2. Regionalliga - Zone D;7;1;Langenthal 1;Lukas Müller;1938;SK Bern 2;Jose Juan Rueda Gaona;1658;2 - 0
SGM;2025/26;2. Regionalliga - Zone D;7;2;SK Bern 2;Luca D'Arcangelo;1582;Langenthal 1;Roland Kämpfer;1778;0 - 2
SGM;2025/26;2. Regionalliga - Zone D;7;3;Langenthal 1;Hanspeter Luginbühl;1752;SK Bern 2;Matteo Mosimann;1586;2 - 0
SGM;2025/26;2. Regionalliga - Zone D;7;4;SK Bern 2;Tobias Habegger;1807;Langenthal 1;Maurice Guyot;1200;2 - 0
SGM;2025/26;2. Regionalliga - Zone D;7;5;Langenthal 1;Alfred Birrer;1791;SK Bern 2;Jonas Mosimann;1513;2 - 0
SGM;2025/26;2. Regionalliga - Zone D;7;1;Kirchberg 2;René Tanner;1777;SK Bümpliz 1;Dominic Bucher;1200;1 - 1
SGM;2025/26;2. Regionalliga - Zone D;7;2;SK Bümpliz 1;Claudio Sieber;1760;Kirchberg 2;Daniel Stegmann;1760;2 - 0
SGM;2025/26;2. Regionalliga - Zone D;7;3;Kirchberg 2;Henryk Zmyslowski;1799;SK Bümpliz 1;Andreas Tschöpe;1801;0 - 2
SGM;2025/26;2. Regionalliga - Zone D;7;4;SK Bümpliz 1;Ramon Vinas Torne;1800;Kirchberg 2;Florian Bodmer;1450;2 - 0
SGM;2025/26;2. Regionalliga - Zone D;7;5;Kirchberg 2;Hanspeter Schüpbach;1637;SK Bümpliz 1;Firas Elhamdi;1688;0 - 2
SGM;2025/26;2. Regionalliga - Zone D;7;1;Basel SG 2;Daniel Jost;1884;Trümmerfeld 2;Moritz Weegen;1755;1 - 1
SGM;2025/26;2. Regionalliga - Zone D;7;2;Trümmerfeld 2;Franz Meier;1856;Basel SG 2;Jürg Gerschwiler;1983;0 - 2
SGM;2025/26;2. Regionalliga - Zone D;7;3;Basel SG 2;Thomas Häring;1979;Trümmerfeld 2;Peter Polanyi;1953;1 - 1
SGM;2025/26;2. Regionalliga - Zone D;7;4;Trümmerfeld 2;Tobias Fuhrer;1502;Basel SG 2;Hanspeter Marti;1811;0 - 2
SGM;2025/26;2. Regionalliga - Zone D;7;5;Basel SG 2;Lukas Ehlers;1660;Trümmerfeld 2;Vinzenz Zehnder;1712;0 - 2
SGM;2025/26;2. Regionalliga - Zone D;7;1;Köniz-Wabern 1;Serge Serempus;1953;Rhy Rheinfelden 1;Az Damdinsuren;1886;0 - 2
SGM;2025/26;2. Regionalliga - Zone D;7;2;Rhy Rheinfelden 1;Darmen Konysbekov;1628;Köniz-Wabern 1;Ferdinand Krebs;1828;0 - 2
SGM;2025/26;2. Regionalliga - Zone D;7;3;Köniz-Wabern 1;Hans Hofmann;1834;Rhy Rheinfelden 1;Gustavo Barros;1643;0 - 2
SGM;2025/26;2. Regionalliga - Zone D;7;4;Rhy Rheinfelden 1;Norbert Rudschuck;1661;Köniz-Wabern 1;Heinz Fankhauser;1703;1 - 1
SGM;2025/26;2. Regionalliga - Zone D;7;5;Köniz-Wabern 1;Poedjo Suwendo;1840;Rhy Rheinfelden 1;Ismail Irfan Ödül;1477;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;1;1;Porrentruy Echiquier Bruntrutain 4;Isaac Chaignat;1400;Porrentruy Echiquier Bruntrutain 3;Alec Schneider;1450;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;1;2;Porrentruy Echiquier Bruntrutain 3;Martin Schneider;1450;Porrentruy Echiquier Bruntrutain 4;Lucas Reyes;1408;1 - 1
SGM;2025/26;3. Regionalliga - Zone K;1;3;Porrentruy Echiquier Bruntrutain 4;Luca Schaller;1200;Porrentruy Echiquier Bruntrutain 3;Alexis Loetscher;1566;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;1;4;Porrentruy Echiquier Bruntrutain 3;Cyril Farrer;1538;Porrentruy Echiquier Bruntrutain 4;Elina Meusy;;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;1;1;Olten 3;Lukas Rosenkranz;2161;Basel SG 3;Claude Monnat;1727;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;1;2;Basel SG 3;Peter Mattmann;1743;Olten 3;Walter Stegmaier;2006;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;1;3;Olten 3;Markus Angst;1739;Basel SG 3;Nikita Cardinaux;1704;1 - 1
SGM;2025/26;3. Regionalliga - Zone K;1;4;Basel SG 3;Stephan Bonauer;1473;Olten 3;Guido Born;1708;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;1;1;SG Riehen 3;Vishak Chockalingam;1200;Rhy Rheinfelden 2;Stephan Eliczi;1322;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;1;2;Rhy Rheinfelden 2;Darmen Konysbekov;1628;SG Riehen 3;Beat Spielmann;1766;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;1;3;SG Riehen 3;Dario Wachholz;1531;Rhy Rheinfelden 2;Ismail Irfan Ödül;1477;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;1;4;Rhy Rheinfelden 2;Moritz Ferstl;;SG Riehen 3;Ian Bishop;1582;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;1;1;Therwil 2;Serge Soghbatyan;1200;DSSP 1;Vincent Navarini;1324;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;1;2;DSSP 1;Jurij Luisier;1200;Therwil 2;Orkun Fluri;1523;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;1;3;Therwil 2;Vito Lo Presti;1350;DSSP 1;Matei Barrera;1494;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;1;4;DSSP 1;John Gabele;1440;Therwil 2;Jasmin Maurer;1578;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;2;1;Rhy Rheinfelden 2;Darmen Konysbekov;1628;Olten 3;Paul Niederer;1800;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;2;2;Olten 3;Walter Stegmaier;2006;Rhy Rheinfelden 2;Vicentiu Bratosin;1756;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;2;3;Rhy Rheinfelden 2;Ismail Irfan Ödül;1477;Olten 3;Peter Schmid;1701;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;2;4;Olten 3;Guido Born;1708;Rhy Rheinfelden 2;Moritz Ferstl;;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;2;1;Therwil 2;Serge Soghbatyan;1200;SG Riehen 3;Julian Antonetty;1754;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;2;2;SG Riehen 3;Uwe Hecht;1776;Therwil 2;Jasmin Maurer;1578;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;2;3;Therwil 2;Stephan Marsch;1496;SG Riehen 3;Dario Wachholz;1531;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;2;4;SG Riehen 3;Ian Bishop;1582;Therwil 2;Vito Lo Presti;1350;1 - 1
SGM;2025/26;3. Regionalliga - Zone K;2;1;Porrentruy Echiquier Bruntrutain 3;Jean-Pierre Tisserand;1766;Basel SG 3;Claude Monnat;1727;1 - 1
SGM;2025/26;3. Regionalliga - Zone K;2;2;Basel SG 3;Peter Mattmann;1743;Porrentruy Echiquier Bruntrutain 3;Martin Schneider;1450;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;2;3;Porrentruy Echiquier Bruntrutain 3;Eliot Greiner;1783;Basel SG 3;Nikita Cardinaux;1704;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;2;4;Basel SG 3;Joel Cuénod;1590;Porrentruy Echiquier Bruntrutain 3;Alexis Loetscher;1566;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;2;1;DSSP 1;Juri Meier;1285;Porrentruy Echiquier Bruntrutain 4;Claude Desboeufs;1459;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;2;2;Porrentruy Echiquier Bruntrutain 4;Marco Retti;1523;DSSP 1;Jurij Luisier;1200;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;2;3;DSSP 1;Matei Barrera;1494;Porrentruy Echiquier Bruntrutain 4;Luca Schaller;1200;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;2;4;Porrentruy Echiquier Bruntrutain 4;Elina Meusy;;DSSP 1;John Gabele;1440;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;3;1;Rhy Rheinfelden 2;Vicentiu Bratosin;1756;Porrentruy Echiquier Bruntrutain 3;Erwan Bourquard;1442;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;3;2;Porrentruy Echiquier Bruntrutain 3;Martin Schneider;1450;Rhy Rheinfelden 2;Ismail Irfan Ödül;1477;1 - 1
SGM;2025/26;3. Regionalliga - Zone K;3;3;Rhy Rheinfelden 2;Roberto Bratosin;1473;Porrentruy Echiquier Bruntrutain 3;Alexis Loetscher;1566;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;3;4;Porrentruy Echiquier Bruntrutain 3;Kevin Seewer;1450;Rhy Rheinfelden 2;Platon Klimov;;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;3;1;SG Riehen 3;Julian Antonetty;1754;Porrentruy Echiquier Bruntrutain 4;Kenzo Hildwein;1776;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;3;2;Porrentruy Echiquier Bruntrutain 4;Kenji Hildwein;1589;SG Riehen 3;Uwe Hecht;1776;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;3;3;SG Riehen 3;Beat Spielmann;1766;Porrentruy Echiquier Bruntrutain 4;Elina Meusy;;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;3;4;Porrentruy Echiquier Bruntrutain 4;;;SG Riehen 3;Sophie Anis;1200;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;3;1;Olten 3;Paul Niederer;1800;Therwil 2;Stephan Marsch;1496;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;3;2;Therwil 2;Serge Soghbatyan;1200;Olten 3;Walter Stegmaier;2006;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;3;3;Olten 3;Markus Angst;1739;Therwil 2;Jasmin Maurer;1578;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;3;4;Therwil 2;Vito Lo Presti;1350;Olten 3;Guido Born;1708;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;3;1;Basel SG 3;Peter Mattmann;1743;DSSP 1;Huba Csonka;1222;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;3;2;DSSP 1;Donat Csonka;1494;Basel SG 3;Nikita Cardinaux;1704;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;3;3;Basel SG 3;Timothée Cuénod;1492;DSSP 1;Benedek Csonka;1205;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;3;4;DSSP 1;John Gabele;1440;Basel SG 3;Claude Monnat;1727;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;4;1;Therwil 2;Jasmin Maurer;1578;Porrentruy Echiquier Bruntrutain 3;Martin Schneider;1450;1 - 1
SGM;2025/26;3. Regionalliga - Zone K;4;2;Porrentruy Echiquier Bruntrutain 3;Kevin Seewer;1450;Therwil 2;Stephan Marsch;1496;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;4;3;Therwil 2;Serge Soghbatyan;1200;Porrentruy Echiquier Bruntrutain 3;Kenji Hildwein;1589;1 - 1
SGM;2025/26;3. Regionalliga - Zone K;4;4;Porrentruy Echiquier Bruntrutain 3;Kenzo Hildwein;1776;Therwil 2;Vito Lo Presti;1350;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;4;1;Porrentruy Echiquier Bruntrutain 4;Lucas Reyes;1408;Olten 3;Peter Schmid;1701;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;4;2;Olten 3;Walter Stegmaier;2006;Porrentruy Echiquier Bruntrutain 4;Romain Nappez;1449;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;4;3;Porrentruy Echiquier Bruntrutain 4;Luca Schaller;1200;Olten 3;Markus Angst;1739;1 - 1
SGM;2025/26;3. Regionalliga - Zone K;4;4;Olten 3;Guido Born;1708;Porrentruy Echiquier Bruntrutain 4;Isaac Chaignat;1400;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;4;1;Basel SG 3;Peter Mattmann;1743;Rhy Rheinfelden 2;Vicentiu Bratosin;1756;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;4;2;Rhy Rheinfelden 2;Darmen Konysbekov;1628;Basel SG 3;Hans Frischknecht;1767;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;4;3;Basel SG 3;Nikita Cardinaux;1704;Rhy Rheinfelden 2;Moritz Ferstl;;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;4;4;Rhy Rheinfelden 2;Roberto Bratosin;1473;Basel SG 3;Stephan Bonauer;1473;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;4;1;DSSP 1;Jurij Luisier;1200;SG Riehen 3;Vishak Chockalingam;1200;1 - 1
SGM;2025/26;3. Regionalliga - Zone K;4;2;SG Riehen 3;Beatrice Ogrinz;1500;DSSP 1;Matei Barrera;1494;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;4;3;DSSP 1;John Gabele;1440;SG Riehen 3;Danylo Synytskyi;1630;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;4;4;SG Riehen 3;Dario Wachholz;1531;DSSP 1;Antoni Nowak-Przygodzki;1513;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;5;1;Porrentruy Echiquier Bruntrutain 4;Romain Nappez;1449;Rhy Rheinfelden 2;Vicentiu Bratosin;1756;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;5;2;Rhy Rheinfelden 2;Roland Fuchs;1450;Porrentruy Echiquier Bruntrutain 4;Lucas Reyes;1408;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;5;3;Porrentruy Echiquier Bruntrutain 4;Elina Meusy;;Rhy Rheinfelden 2;Ismail Irfan Ödül;1477;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;5;4;Rhy Rheinfelden 2;Roberto Bratosin;1473;Porrentruy Echiquier Bruntrutain 4;Luca Schaller;1200;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;5;1;SG Riehen 3;Jonas Christian Hecht;2025;Olten 3;Walter Stegmaier;2006;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;5;2;Olten 3;Paul Niederer;1800;SG Riehen 3;Uwe Hecht;1776;1 - 1
SGM;2025/26;3. Regionalliga - Zone K;5;3;SG Riehen 3;Daniel Marhöfer;1867;Olten 3;Guido Born;1708;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;5;4;Olten 3;Markus Angst;1739;SG Riehen 3;Dario Wachholz;1531;1 - 1
SGM;2025/26;3. Regionalliga - Zone K;5;1;Therwil 2;Stephan Marsch;1496;Basel SG 3;Nikita Cardinaux;1704;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;5;2;Basel SG 3;Timothée Cuénod;1492;Therwil 2;Jasmin Maurer;1578;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;5;3;Therwil 2;Serge Soghbatyan;1200;Basel SG 3;Claude Monnat;1727;1 - 1
SGM;2025/26;3. Regionalliga - Zone K;5;4;Basel SG 3;Stephan Bonauer;1473;Therwil 2;Vito Lo Presti;1350;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;5;1;Porrentruy Echiquier Bruntrutain 3;Jean-Pierre Tisserand;1766;DSSP 1;Jurij Luisier;1200;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;5;2;DSSP 1;Matei Barrera;1494;Porrentruy Echiquier Bruntrutain 3;Alexis Loetscher;1566;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;5;3;Porrentruy Echiquier Bruntrutain 3;Martin Schneider;1450;DSSP 1;Thomas Stevens;1200;1 - 1
SGM;2025/26;3. Regionalliga - Zone K;5;4;DSSP 1;John Gabele;1440;Porrentruy Echiquier Bruntrutain 3;Alexandre Sommer;;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;6;1;Porrentruy Echiquier Bruntrutain 4;Lucas Reyes;1408;Therwil 2;Orkun Fluri;1523;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;6;2;Therwil 2;Stephan Marsch;1496;Porrentruy Echiquier Bruntrutain 4;Romain Nappez;1449;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;6;3;Porrentruy Echiquier Bruntrutain 4;Elina Meusy;;Therwil 2;Jasmin Maurer;1578;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;6;4;Therwil 2;Joël Suter;;Porrentruy Echiquier Bruntrutain 4;Isaac Chaignat;1400;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;6;1;Olten 3;Walter Stegmaier;2006;Porrentruy Echiquier Bruntrutain 3;Alexis Loetscher;1566;1 - 1
SGM;2025/26;3. Regionalliga - Zone K;6;2;Porrentruy Echiquier Bruntrutain 3;Martin Schneider;1450;Olten 3;Paul Niederer;1800;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;6;3;Olten 3;Guido Born;1708;Porrentruy Echiquier Bruntrutain 3;Alexandre Sommer;;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;6;4;Porrentruy Echiquier Bruntrutain 3;Erwan Bourquard;1442;Olten 3;Markus Angst;1739;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;6;1;Basel SG 3;Peter Mattmann;1743;SG Riehen 3;Jonas Christian Hecht;2025;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;6;2;SG Riehen 3;Uwe Hecht;1776;Basel SG 3;Nikita Cardinaux;1704;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;6;3;Basel SG 3;Stephan Bonauer;1473;SG Riehen 3;Daniel Marhöfer;1867;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;6;4;SG Riehen 3;Dario Wachholz;1531;Basel SG 3;Claude Monnat;1727;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;6;1;DSSP 1;Severin Gunzinger;1443;Rhy Rheinfelden 2;Ismail Irfan Ödül;1477;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;6;2;Rhy Rheinfelden 2;Hansruedi Jost;1200;DSSP 1;Jurij Luisier;1200;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;6;3;DSSP 1;Matei Barrera;1494;Rhy Rheinfelden 2;Dario Schmid;;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;6;4;Rhy Rheinfelden 2;Platon Klimov;;DSSP 1;John Gabele;1440;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;7;1;Basel SG 3;Peter Mattmann;1743;Porrentruy Echiquier Bruntrutain 4;Claude Desboeufs;1459;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;7;2;Porrentruy Echiquier Bruntrutain 4;Cédric Desboeufs;1781;Basel SG 3;Nikita Cardinaux;1704;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;7;3;Basel SG 3;Miroslav Matkovic;1543;Porrentruy Echiquier Bruntrutain 4;Marco Retti;1523;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;7;4;Porrentruy Echiquier Bruntrutain 4;Luca Schaller;1200;Basel SG 3;Stephan Bonauer;1473;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;7;1;Porrentruy Echiquier Bruntrutain 3;Jean-Pierre Tisserand;1766;SG Riehen 3;Dario Wachholz;1531;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;7;2;SG Riehen 3;Danylo Synytskyi;1630;Porrentruy Echiquier Bruntrutain 3;Alexis Loetscher;1566;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;7;3;Porrentruy Echiquier Bruntrutain 3;Alexandre Sommer;;SG Riehen 3;Ian Bishop;1582;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;7;4;SG Riehen 3;Lian Madhani;1200;Porrentruy Echiquier Bruntrutain 3;Martin Schneider;1450;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;7;1;Rhy Rheinfelden 2;Vicentiu Bratosin;1756;Therwil 2;Orkun Fluri;1523;0 - 2
SGM;2025/26;3. Regionalliga - Zone K;7;2;Therwil 2;Joël Suter;;Rhy Rheinfelden 2;Beat Hartmann;1686;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;7;3;Rhy Rheinfelden 2;Roberto Bratosin;1473;Therwil 2;Stephan Marsch;1496;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;7;4;Therwil 2;Jasmin Maurer;1578;Rhy Rheinfelden 2;Roland Fuchs;1450;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;7;1;Olten 3;Paul Niederer;1800;DSSP 1;Vincent Navarini;1324;1 - 1
SGM;2025/26;3. Regionalliga - Zone K;7;2;DSSP 1;Nikita Amirkhanov;1644;Olten 3;Walter Stegmaier;2006;1 - 1
SGM;2025/26;3. Regionalliga - Zone K;7;3;Olten 3;Jonathan Hüttinger;1713;DSSP 1;Jurij Luisier;1200;2 - 0
SGM;2025/26;3. Regionalliga - Zone K;7;4;DSSP 1;Matei Barrera;1494;Olten 3;Guido Born;1708;0 - 2
