id;title;date;category;type;color;url;description;thumbnail;author;emoji
1;Viditchess Tactics;11.07.2026;Training;webseite;;https://tactics.viditchess.com/;Löse Taktik-Puzzles aus echten Turnierpartien wie dem World Cup. Taktiken aus echten Partien statt zufälliger Computerstellungen.;https://viditchess.com/assets/proj-tactics.webp;;🌐 Webseite
